alt,82.451
asc,-7.967
azr,38.766
bal,55.350
brw,71.323
bsc,44.178
cba,55.210
cgo,-40.683
kum,19.520
lef,45.945
mhd,53.326
mlo,19.536
nwr,40.053
smo,-14.247
spo,-89.980
